,O*NET-SOC 2000 Code,O*NET-SOC 2000 Title,O*NET-SOC 2006 Code,O*NET-SOC 2006 Title_x,O*NET-SOC 2006 Title_y,O*NET-SOC 2009 Code,O*NET-SOC 2009 Title_x,O*NET-SOC 2009 Title_y,O*NET-SOC 2010 Code,O*NET-SOC 2010 Title
131,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
132,17-2161.00,Nuclear Engineers,17-2161.00,Nuclear Engineers,Nuclear Engineers,17-2161.00,Nuclear Engineers,Nuclear Engineers,17-2161.00,Nuclear Engineers
133,17-2171.00,Petroleum Engineers,17-2171.00,Petroleum Engineers,Petroleum Engineers,17-2171.00,Petroleum Engineers,Petroleum Engineers,17-2171.00,Petroleum Engineers
134,17-2199.99,"Engineers, All Other",17-2199.99,"Engineers, All Other","Engineers, All Other",17-2199.00,"Engineers, All Other","Engineers, All Other",17-2199.00,"Engineers, All Other"
135,17-3011.00,Architectural and Civil Drafters,17-3011.00,Architectural and Civil Drafters,Architectural and Civil Drafters,17-3011.00,Architectural and Civil Drafters,Architectural and Civil Drafters,17-3011.00,Architectural and Civil Drafters
136,17-3011.01,Architectural Drafters,17-3011.01,Architectural Drafters,Architectural Drafters,17-3011.01,Architectural Drafters,Architectural Drafters,17-3011.01,Architectural Drafters
137,17-3011.02,Civil Drafters,17-3011.02,Civil Drafters,Civil Drafters,17-3011.02,Civil Drafters,Civil Drafters,17-3011.02,Civil Drafters
138,17-3012.00,Electrical and Electronics Drafters,17-3012.00,Electrical and Electronics Drafters,Electrical and Electronics Drafters,17-3012.00,Electrical and Electronics Drafters,Electrical and Electronics Drafters,17-3012.00,Electrical and Electronics Drafters
139,17-3012.01,Electronic Drafters,17-3012.01,Electronic Drafters,Electronic Drafters,17-3012.01,Electronic Drafters,Electronic Drafters,17-3012.01,Electronic Drafters
140,17-3012.02,Electrical Drafters,17-3012.02,Electrical Drafters,Electrical Drafters,17-3012.02,Electrical Drafters,Electrical Drafters,17-3012.02,Electrical Drafters
141,17-3013.00,Mechanical Drafters,17-3013.00,Mechanical Drafters,Mechanical Drafters,17-3013.00,Mechanical Drafters,Mechanical Drafters,17-3013.00,Mechanical Drafters
142,17-3019.99,"Drafters, All Other",17-3019.99,"Drafters, All Other","Drafters, All Other",17-3019.00,"Drafters, All Other","Drafters, All Other",17-3019.00,"Drafters, All Other"
143,17-3021.00,Aerospace Engineering and Operations Technicians,17-3021.00,Aerospace Engineering and Operations Technicians,Aerospace Engineering and Operations Technicians,17-3021.00,Aerospace Engineering and Operations Technicians,Aerospace Engineering and Operations Technicians,17-3021.00,Aerospace Engineering and Operations Technicians
144,17-3022.00,Civil Engineering Technicians,17-3022.00,Civil Engineering Technicians,Civil Engineering Technicians,17-3022.00,Civil Engineering Technicians,Civil Engineering Technicians,17-3022.00,Civil Engineering Technicians
145,17-3023.00,Electrical and Electronic Engineering Technicians,17-3023.00,Electrical and Electronic Engineering Technicians,Electrical and Electronic Engineering Technicians,17-3023.00,Electrical and Electronic Engineering Technicians,Electrical and Electronic Engineering Technicians,17-3023.00,Electrical and Electronic Engineering Technicians
146,17-3023.01,Electronics Engineering Technicians,17-3023.01,Electronics Engineering Technicians,Electronics Engineering Technicians,17-3023.01,Electronics Engineering Technicians,Electronics Engineering Technicians,17-3023.01,Electronics Engineering Technicians
147,17-3023.02,Calibration and Instrumentation Technicians,17-3023.01,Electronics Engineering Technicians,Electronics Engineering Technicians,17-3023.01,Electronics Engineering Technicians,Electronics Engineering Technicians,17-3023.01,Electronics Engineering Technicians
148,17-3023.03,Electrical Engineering Technicians,17-3023.03,Electrical Engineering Technicians,Electrical Engineering Technicians,17-3023.03,Electrical Engineering Technicians,Electrical Engineering Technicians,17-3023.03,Electrical Engineering Technicians
149,17-3024.00,Electro-Mechanical Technicians,17-3024.00,Electro-Mechanical Technicians,Electro-Mechanical Technicians,17-3024.00,Electro-Mechanical Technicians,Electro-Mechanical Technicians,17-3024.00,Electro-Mechanical Technicians
150,17-3025.00,Environmental Engineering Technicians,17-3025.00,Environmental Engineering Technicians,Environmental Engineering Technicians,17-3025.00,Environmental Engineering Technicians,Environmental Engineering Technicians,17-3025.00,Environmental Engineering Technicians
151,17-3026.00,Industrial Engineering Technicians,17-3026.00,Industrial Engineering Technicians,Industrial Engineering Technicians,17-3026.00,Industrial Engineering Technicians,Industrial Engineering Technicians,17-3026.00,Industrial Engineering Technicians
152,17-3027.00,Mechanical Engineering Technicians,17-3027.00,Mechanical Engineering Technicians,Mechanical Engineering Technicians,17-3027.00,Mechanical Engineering Technicians,Mechanical Engineering Technicians,17-3027.00,Mechanical Engineering Technicians
153,17-3029.99,"Engineering Technicians, Except Drafters, All Other",17-3029.99,"Engineering Technicians, Except Drafters, All Other","Engineering Technicians, Except Drafters, All Other",17-3029.00,"Engineering Technicians, Except Drafters, All Other","Engineering Technicians, Except Drafters, All Other",17-3029.00,"Engineering Technicians, Except Drafters, All Other"
154,17-3031.00,Surveying and Mapping Technicians,17-3031.00,Surveying and Mapping Technicians,Surveying and Mapping Technicians,17-3031.00,Surveying and Mapping Technicians,Surveying and Mapping Technicians,17-3031.00,Surveying and Mapping Technicians
155,17-3031.01,Surveying Technicians,17-3031.01,Surveying Technicians,Surveying Technicians,17-3031.01,Surveying Technicians,Surveying Technicians,17-3031.01,Surveying Technicians
156,17-3031.02,Mapping Technicians,17-3031.02,Mapping Technicians,Mapping Technicians,17-3031.02,Mapping Technicians,Mapping Technicians,17-3031.02,Mapping Technicians
157,19-1011.00,Animal Scientists,19-1011.00,Animal Scientists,Animal Scientists,19-1011.00,Animal Scientists,Animal Scientists,19-1011.00,Animal Scientists
158,19-1012.00,Food Scientists and Technologists,19-1012.00,Food Scientists and Technologists,Food Scientists and Technologists,19-1012.00,Food Scientists and Technologists,Food Scientists and Technologists,19-1012.00,Food Scientists and Technologists
159,19-1013.00,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists
160,19-1013.01,Plant Scientists,19-1013.00,Soil and Plant Scientists,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists
161,19-1013.02,Soil Scientists,19-1013.00,Soil and Plant Scientists,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists
162,19-1020.01,Biologists,19-1020.01,Biologists,Biologists,19-1020.01,Biologists,Biologists,19-1020.01,Biologists
163,19-1021.00,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists
164,19-1021.01,Biochemists,19-1021.00,Biochemists and Biophysicists,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists
165,19-1021.02,Biophysicists,19-1021.00,Biochemists and Biophysicists,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists
166,19-1022.00,Microbiologists,19-1022.00,Microbiologists,Microbiologists,19-1022.00,Microbiologists,Microbiologists,19-1022.00,Microbiologists
167,19-1023.00,Zoologists and Wildlife Biologists,19-1023.00,Zoologists and Wildlife Biologists,Zoologists and Wildlife Biologists,19-1023.00,Zoologists and Wildlife Biologists,Zoologists and Wildlife Biologists,19-1023.00,Zoologists and Wildlife Biologists
168,19-1029.99,"Biological Scientists, All Other",19-1029.99,"Biological Scientists, All Other","Biological Scientists, All Other",19-1029.00,"Biological Scientists, All Other","Biological Scientists, All Other",19-1029.00,"Biological Scientists, All Other"
169,19-1031.00,Conservation Scientists,19-1031.00,Conservation Scientists,Conservation Scientists,19-1031.00,Conservation Scientists,Conservation Scientists,19-1031.00,Conservation Scientists
170,19-1031.01,Soil Conservationists,19-1031.01,Soil and Water Conservationists,Soil and Water Conservationists,19-1031.01,Soil and Water Conservationists,Soil and Water Conservationists,19-1031.01,Soil and Water Conservationists
171,19-1031.02,Range Managers,19-1031.02,Range Managers,Range Managers,19-1031.02,Range Managers,Range Managers,19-1031.02,Range Managers
172,19-1031.03,Park Naturalists,19-1031.03,Park Naturalists,Park Naturalists,19-1031.03,Park Naturalists,Park Naturalists,19-1031.03,Park Naturalists
173,19-1032.00,Foresters,19-1032.00,Foresters,Foresters,19-1032.00,Foresters,Foresters,19-1032.00,Foresters
174,19-1041.00,Epidemiologists,19-1041.00,Epidemiologists,Epidemiologists,19-1041.00,Epidemiologists,Epidemiologists,19-1041.00,Epidemiologists
175,19-1042.00,"Medical Scientists, Except Epidemiologists",19-1042.00,"Medical Scientists, Except Epidemiologists","Medical Scientists, Except Epidemiologists",19-1042.00,"Medical Scientists, Except Epidemiologists","Medical Scientists, Except Epidemiologists",19-1042.00,"Medical Scientists, Except Epidemiologists"
176,19-1099.99,"Life Scientists, All Other",19-1099.99,"Life Scientists, All Other","Life Scientists, All Other",19-1099.00,"Life Scientists, All Other","Life Scientists, All Other",19-1099.00,"Life Scientists, All Other"
177,19-2011.00,Astronomers,19-2011.00,Astronomers,Astronomers,19-2011.00,Astronomers,Astronomers,19-2011.00,Astronomers
178,19-2012.00,Physicists,19-2012.00,Physicists,Physicists,19-2012.00,Physicists,Physicists,19-2012.00,Physicists
179,19-2021.00,Atmospheric and Space Scientists,19-2021.00,Atmospheric and Space Scientists,Atmospheric and Space Scientists,19-2021.00,Atmospheric and Space Scientists,Atmospheric and Space Scientists,19-2021.00,Atmospheric and Space Scientists
180,19-2031.00,Chemists,19-2031.00,Chemists,Chemists,19-2031.00,Chemists,Chemists,19-2031.00,Chemists
181,19-2032.00,Materials Scientists,19-2032.00,Materials Scientists,Materials Scientists,19-2032.00,Materials Scientists,Materials Scientists,19-2032.00,Materials Scientists
182,19-2041.00,"Environmental Scientists and Specialists, Including Health",19-2041.00,"Environmental Scientists and Specialists, Including Health","Environmental Scientists and Specialists, Including Health",19-2041.00,"Environmental Scientists and Specialists, Including Health","Environmental Scientists and Specialists, Including Health",19-2041.00,"Environmental Scientists and Specialists, Including Health"
183,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Geoscientists, Except Hydrologists and Geographers",19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Geoscientists, Except Hydrologists and Geographers",19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
184,19-2042.01,Geologists,19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Geoscientists, Except Hydrologists and Geographers",19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Geoscientists, Except Hydrologists and Geographers",19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
185,19-2043.00,Hydrologists,19-2043.00,Hydrologists,Hydrologists,19-2043.00,Hydrologists,Hydrologists,19-2043.00,Hydrologists
186,19-2099.99,"Physical Scientists, All Other",19-2099.99,"Physical Scientists, All Other","Physical Scientists, All Other",19-2099.00,"Physical Scientists, All Other","Physical Scientists, All Other",19-2099.00,"Physical Scientists, All Other"
187,19-3011.00,Economists,19-3011.00,Economists,Economists,19-3011.00,Economists,Economists,19-3011.00,Economists
188,19-3021.00,Market Research Analysts,19-3021.00,Market Research Analysts,Market Research Analysts,19-3021.00,Market Research Analysts,Market Research Analysts,13-1161.00,Market Research Analysts and Marketing Specialists
189,19-3022.00,Survey Researchers,19-3022.00,Survey Researchers,Survey Researchers,19-3022.00,Survey Researchers,Survey Researchers,19-3022.00,Survey Researchers
190,19-3031.00,"Clinical, Counseling, and School Psychologists",19-3031.00,"Clinical, Counseling, and School Psychologists","Clinical, Counseling, and School Psychologists",19-3031.00,"Clinical, Counseling, and School Psychologists","Clinical, Counseling, and School Psychologists",19-3031.00,"Clinical, Counseling, and School Psychologists"
191,19-3031.01,School Psychologists,19-3031.01,School Psychologists,School Psychologists,19-3031.01,School Psychologists,School Psychologists,19-3031.01,School Psychologists
192,19-3031.02,Clinical Psychologists,19-3031.02,Clinical Psychologists,Clinical Psychologists,19-3031.02,Clinical Psychologists,Clinical Psychologists,19-3031.02,Clinical Psychologists
